target,comment
2,چقدر خوب زودتر شروع کنید لطفا
2,جواب خیلی خوبی بود آقای تنابنده برای حضور بیخود شخصت کچلیک برای سریال مردمی پایتخت 
2,بله لطفا برنامتون همیشگی باشه و تموم نشه
2,رشید پور عزیز خیلی مردی
2,عالیه ممنون از برنامه حالا خورشید و مجری توانمند جناب آقای رشیدپور عزیز
2,عشقی عشق
2,واقعا حقش بود خیلی عالیه
2,یعنی این رمان یکی از بهترین رمان هایی بود که خیلی سال پیش خوندم
2,شماره ۱ عشق همه شهاب جون
2,عالی بود این پسر
2,تو بی نظیری تنها برنامهای که میبینم
2,عشقه عشق بهتربازیگرمهربون خوش اخلاق انشاالله همیشه شادوخندان باشه مرسی اقای رشیدپور
2,بله لطفا ادامه بدین برنامه خوبتونو
2,ماندگار خواهد_بود
2,زنده باد رشید پور
2,بلی بلی
2,بازیشون در سریال هشت و نییم دقیقه در نقش فرزین عااالی بود 
2,به خوبی شما خوبیم از تهران
2,سلام بپرسید اون قسمت داعش نترسیدن
2,سمت راستی خدا وکیلی امروز جلو مهمونا یکم آبرو داری کن کمتر بخند
2,امیدوارم همیشه پابر جا باشید هرچند که چشمتان پر از غم شده ونگران قلبتان میشیم خدا قدرت و قوت بده بتونین کار کنید
2, 
2,دمت گرم من کوردم درود بر شرافتت
2,عزیزم چه خانم نازی د
2,اقای دیر باز از صمیم قلبم بازیتونو دوست دارم و در هر فیلمی که باشید نیگا میکنم
2,همشون عالی بودند
2,آقای رشید پور ممنون از اینکه از عدالت دفاع کردین
2,درود
2,امروز تو خبر داغ نوشته_بود فصل جدید حالا خورشید شروع میشه خیلی خوشحال شدم
2,تیتراژ پایان برنامه جدید عالی بود
2,سلام صب بخیر آقای رشید پور مصاحبه شما با رئیس جمهور خیلی متفاوت و جذاب بود شما فوق العاده هستی همشهریو باعث افتخارمون هستی 
2,به سلامتی أنشالله که همیشه موفق باشید
2,سلام برنامتون عالیه تمام نکنید آقای رشید پور اگر میتونی ناصر ملک مطیعی را بیار تو برنامتون
2,دلم براتون بی نهایت تنگ میشه هر روز صبح به عشق دیدن برنامه شما بیدار میشم شب اخر وقت شبکه رو رو شبکه ۱ تنظیم میکنم که صبحها زمانی که تلوزیون رو روشن میکنم حتی چند دقیقه از برنامه شما رو از دست ندم یکوقتی شما دوستهای بینظیر من مثل این دولت و آخوندهای عرب نیستین که خوشی رو به مردم حروم کردن و نمیخوان مردم لذت ببرن و میخوان ایرانیها همش در غم و غصه و درد و ناراحتی باشن چون اگر ما مردم ایران شاد و سرحال باشیم ریشه این آخوندهای عرب رو میکنیم و این عربها جاشون توی مملکت ایرانیها نیست
2, 
2,مهندس رضا رشید پور روزت مبارک امیدوارم که همیشه روزها خدا پیروزوموفق باشی بارون
2,عالیههه لایک دارید
2,عاالی بیست همیشه پایدار باشید
2,سلام خدا قوت برنامتون عالیه با دیدن برنامه خوبتون انرژی میگیرم متاسفانه فقط نیم ساعتشو میتونم ببینم بعد باید برم سر کار نجمه حقانی از استهبان
2,تشکر
2,واقعا خیلی ممنون اقای رشید پور عزیز که انقدر صریح این مساءل رو بازگومیکنید 
2,برنامه  پخش میشه آخه الان داره نشون میده پخش زنده
2,چقدر جاتون امروز صبح خالی بودخدا قوت انشالله با انرژی مضاعف برگردید و دوباره مردم رو با تلویزیون همراه کنید
2,آخ جون
2,واااو عشقم اومد
2,دم همتون گرم
2,در ضمن از برنامه زیباتون ممنونم از یوتیوب تماشا میکنم
2,آقای رشید پور روز مهندس مبارک 
2, 
2,خانم واقعا شیرین زبونی خدا نگهش داره
2,باسلام خدمت آقای رشیدپور واقعابرنامتون عالیه
2,اینقد بانمک نباش تروخدااا اینهمه آدرنالین اول صبح واسه ملت خوب نیست باباجان 
2,بهتراز گذشته انشاا
2,دمن گرم مرسی
2,سلام آقای رشید پور بابت برنامه خوبتون ممنون شما با این برنامه دلگرمی شدید برای مردم این بار هم دل باران عزیز کودک ۲ ماه که مبتلا به بیمارینوع یک هست و فقط ۶ماه فرصت داره شاد کنید و زندگی رو به این دختر ناز برگردونید
2,دستتون درد نکنه
2,از اینکه از این عزیزمون تقدیر کردین متشکریم
2,بلههه
2,عشقید شما
2,بهنام بانی فقط 
2,کلاس بازیگری نمیزارن اقای تنابنده 
2,دم شما گرم
2,خیلی هم عالی 
2,سلام عالی چرا راضی نباشیم کدوم کانال صبح این نشاط و شادی رو به ادم میده کدوم کانال واقعیت کتمان شده رو به زبان شیرین طنز بیان میکنه و کدوم کانال مجری به این باحالی و خوشتیبی داره 
2,نشاط برنامهای جانم
2,همه مهمانان شما عالی هستن چون بدون دلیل دعوتشون نکردین
2,دولتی  برنامهای هست اینقدر متنوع که احتیاج به عوض کردن کانال 
2,جمع کنین دروغگوها
2,آقای بهرنگ علوی بازیگرتوانا ومتواضعی هستند برایشان آرزوی سلامتی و موفقیت دارم 
2,سلام  به ایران افتخار میکنم که در کشوری زندگی میکنم که توی دهن همه زورگویان جهان از جمله توی دهن امریکا و اس ایی
2,بله بسیارعالی
2,سلام حالاخورشیدیها صبح بخیر خسته نباشید دست اندرکارا
2,دستتون درد نکنه امیدوارم همیشه سالم و سلامت باشید همگیتون بخصوص آقای رشیدپور
2,قهرمان اسطوره خودتانید باگرمی حالاخورشید تابشش همچوستاره دراسمان بد رخشی خیلی اقایی 
2,سلام ااقای رشید پور خسته نباشید شما خیلی به فکر مشکلات مردم هستید درسته میگنه شما پول دارید انا یکی نیست به اینا بگه اقای رشید پور اگه پولداره زحمت کشیده حلال وپر برکت باشه مثل خیلیا که تو مملکت ما هستن با پول بیت المال که نیست هرجا هستین سلامت باشی
2,سلام آقا رضا رشید پور لطفا اگه میشه گزینه جوک گفتن این برنامه صبح بخیر ایران اضافه کن به حالا خورشید اگه هم جوک میخوای میتونی روی من حساب باز کنی مرتضی ممتاز از شهر ضا اصفهان ۰۱۳۵۶۰۲
