target,comment
1, گروه پایتخت فرشتهاند چطور میشه ازشون قدر دانی کرد اینا بازیگر نیستند فرشتهاند فرشته
1,درود به استاد پرستویی
1,مگه بهتر از کامبیز دیر بازم داریم
1,کاملا معلوم بود
1,سلام بله برنامتون عالیه خوب نامبر وان هر برنامه که رشیدپور اجرا کنه بینظیر است
1,بسیار هم عالی خدارو شکر
1,چقد شما خوبی اقای رشید پور
1,باورم بشه اقارضا میاد چون فقط با اقارضا میشه دید و گرنح دلم نمیخاد راستش
1, 
1,خیلی هم عالی
1,بلی بلی
1,وای چه خبرخوبی انشالله خوش خبرباشی
1,بگو عشقه
1,وااای چه عالی
1,دوستت دارم مهندس عزیزم
1,بهش تبریک میگم منم به بانی رای دادم 
1,اقای رشیدپور تولدتون مبارک الهی ۳ سال زنده و سالم و تندرست باشید
1,وای عالیه خدا عمر باعزت بده خ سعیدی ایشون مادر شهیدن
1,خخخ این واقعا سواله معلومه شهاب حسینی
1,اول ۳و ۱ و ۸
1,ممنون از برنامه خوبتون ۱۱۱
1,درود به شماو نمکدون
1,عالی یک صد در صد بلی
1,اﺩﻡ اﻧﻘﺪﺭ ﺑﻪ ﺻﺪا ﺳﻴﻤﺎ اﻋﺘﻤﺎﺩ ﻧﺪاﺭﻩ ﻫﺎ ﻓﻜﺮﻣﻴﻜﻨﻪ اﻟﻜﻴﻪ ﻭﻟﻲ ﺑﺮﻧﺎﻣﻪ ﻋﺎﻟﻲ ﻫﺴﺖ
1,فوقالعاده
1,سپاس ازشما آقای رشیدپورممنون ازمهمان برنامه امروزخانم سعیدی توروخدا بازم دعوتشون کنیدباهمسرشون دربرنامه حالا خورشیدخیلی دوستشون داریم خانواده ماهمه عاشق خانم سعیدی عزیز هستیم سپاس ازشما خواهشاءبازهم دعوتشون کنید ممنون میشم 
1,به نام اول بی ابتداواخربی انتهابرنامتون نامبروان یک یک
1,مجتبی اندیمشک یزدی
1,استاد داریوش فرهنگ از استثناهای سینمای ماست
1,تروخدااین برنامه روادامه بدین هم مجری اگاه ومهمترازهمه نترس وشجاع ومردمی درجه یکه حرف دل ماهایی که دستمون بجایی نمیرسه رو به زبون میاره ودغدغه مردمی داره چرابعضی ازمامردم زحمت امثال حالاخورشیدیهارونمیبینیم وب چوب ازمابهترون میسوزونیدازخدابترسیدحق الناسه بخدادمنون گرم وخداقوت
1,یکمی مازندرانی صحبت کن نقی 
1,درود فراوان به جناب اقای رشیدپور
1,شما جوانان عالی باسواد مثبت جامعه ما هستین برقرا ر باشید 
1,مردم شادی میخواهند بزن برقص
1, 
1,بی نظیری آقای رشیدپور
1,خدا پشت و پناه همگیتون لطفا زود برگردین
1,دم شما و مهموناتون گرم محسن خان که خیلی گل اما خدایش برا هر اجرا ۲ میلیون میگیری ولکن اقا ولکن
1,انشالله واقعا جای حالا خورشید خالی بود
1,کاش میدیم اگر خانواده خودشان هم در همین هواپیما بود بازم این نطرات را داشت
1,سلام خدا قوت برنامه تون عالی 
1,جناب نشاط ک واقعا بانشاطن با انرژی در خاورمیانه خخخ
1,سلام اقایی رشید پور خسته نباشید برنامه خیلی خوب وشادی دارید حیف که فردا اخرین قسمته
1,سوپر استار واقعی دم ش گرم
1,جناب پرستویی شما خود عشقی
1,علی انصاریان رو بیارید به برنامتون ممنون از برنامه خوبتون
1,منتظر دیدار دوباره شما پر توانتر از قبل  از زحمات گروه حالاخورشید 
1,سلام ب همهی پایتختیا خسته نباشید میگم دستمریزاد 
1, 
1,بله عااالیه دست مریزاد
1,زنده باشی دلاور
1,خدارو شکر کاش زودتر اومده بودین 
1,صدا قشنگ خوش تیپ جذاب و بانمک
1,درود بر شما که فراموشکار نیستید
1, 
1,عالی مخصوص رضا رشید پور و
1,آاااخ جون خیلی خوشحال شدم دم همگی حالا خورشیدیا گرررم 
1,خدا شکر انشالله سلامت باشید
1,عالی برنامه تون خیلی امروزی و به روزه و جذاب وپرمحتواست نمیشه گفت کدام قسمتش خوبه واقعا همه عالی
1, 
1,بنظرم خوبه که توی پایتخت ۱ بالون بیوفته سیستان و بلوچستان سارا و نیکا توی بیابون درس بخونن و غذا برای خوردن نداشته باشن یا اینکه اهواز تا سارا و نیکا نتونن نفس بکشن یا اینکه نقی معمولی نگهبان فروشگاهه و شش ماه حقوق نگرفته باشه یا مثلا هما سعادت سرطان بگیره و پول درمان نداشته باشه یا مثلا بهتاش تا سن ۲ سالگی بیکار باشه و معتاد باشه یا مثلا ارسطو همه پولهاش توی موسسات مالی به باد بره به این سوژهها هم فکر کنید
1,ته چهره شما رو میدن آقای رشیدپور 
1,با سلام خو شحالم از شروع دوباره حالا خورشید با حضور اقای رشید پور
1,کتابخونتون خیلی زیباست منم دوست دارم همچنین کتاب خونهای داشته_باشم ولی امکانشو ندارم مبارکتون باشه
1,سلام اقای رشید پور عاشق برنامتون هستم رضا هستم از قم یاشاسین ازر بایجان
1,۱_بله
1,به به مشتاق دیدار خیلی خوشحالیم 
1,خدا رو شکر تهران هم یه برف حسابی اومد وما هم روی برف رو دیدیم 
1,لطفا از اقای تنابنده تشکر کنید و بگید ما منتظر پایتخت ۱ هستیم لطفا پایتخت تموم نشه 
1,سلام اقای رشیدپورعزیز
1,خیلی عالی بودن خدا حفظشون کنه ساده و بی الایش
1,خخخ
1,اون سکانسی که ارسطو و رحمت مثلا از فیلا زنگ زدن به نقی بسیااار جذاب بود
1,خوش به حالش چه اراده قوی داشت ما همه جامون سالمه و هی حسرت میخوریم
1,اقا رضا ونمکدان عالی
1,ای جووونم بسلامتی مبارک باشه فصل چهارم
1,چقدر خوبه این پرویز
1,مهمانها عالی بودن
1,اخ جون 
1,خیلی خانم نازنینی هستن ما چند سال با هم همسایه بودیم
1,با عرض سلام ادب واحترام خدمت شما مجری توانمند ودلسوز و آقای نشاط که واقعا با نشاط هستند وبا برنامه شما که هر صبح شادی و نشاط به منزل ما میآید برنامه بسیار پر بار ومفیدی است چون در مورد هم مسایل زندگی اعم از اجتماعی اقتصادی فرهنگی و طنز نمایش داده_میشود یکی از بهترین بر نامه هاست من چون خانه دار تقریبا بیشتر برنامه شما را دیدم ولی چون زمان پخش این برنامه با برنامهها ی دیگر سیما هم زمان میباشد ولی باز آن را از دست نمیدهم دهم و بهره میبرم امید وار با سلامتی وبا برنامه پر بارتری برگردید ممنون از برنامه و تلاش بی وفقه شما موفق پاینده باشید
